33022	8002	88002	8003	88003	8011	88011	8030	88030	8031	88031	8032	88032	8033	88033	8063	88063	8165	88165	8166	88166	8173	88173	8174	88174	8191	88191	8601	88601	8701	88701	8801	88801	8802	88802	8804	88804	8806	88806	8808	88808	8810	88810	8812	88812	8814	88814	8816	88816	8818	88818	8820	88820	8822	88822	8824	88824	8826	88826	8828	88828	8830	88830	8832	88832	8834	88834	8836	88836	8838	88838	8901	88901	8902	88902	8904	88904	8906	88906	8908	88908	8910	88910	8912	88912	8914	88914	8916	88916	8918	88918	8920	88920	8922	88922	8924	88924	8926	88926	8928	88928	8930	88930	8932	88932	8934	88934	8936	88936	8938	88938
201705151000	58.8006	1	17.6265	1	12.3	5	344	3	3.9	6	1024.7	1	7.9	2	0.755	1	8.5975	0	0.0424	0	0.3392	0	0.23	1	10.59	0	6.61	1	6.15	1	333.2	1	347.8	1	333.4	1	285.5	1	327.1	1	248.8	1	138.8	1	119.1	1	126	1	80.8	1	197.1	1	290.6	1	183.8	1	137	1	108.4	1	141.9	1	116	1	267.1	1	19.6	1	8.1	1	10.2	1	6.6	1	4.5	1	3.7	1	2	1	3.3	1	1.1	1	1	1	4.1	1	3.1	1	1.4	1	0.9	1	3	1	2.1	1	3.5	1	4.7	1	4.3	1	3.9	1	11.4	1	1.4	1
201705151100	58.8006	1	17.6266	1	12.2	5	341	3	3.5	6	1025	1	7.8	2	0.868	1	7.783	0	-0.0424	0	0.3816	0	0.24	1	10.59	0	6.63	1	6.15	1	325.1	1	317.4	1	352.1	1	338.2	1	35.5	1	143.9	1	135.5	1	88.5	1	109.9	1	99.9	1	154.8	1	321.3	1	190.6	1	155.9	1	80.5	1	101.3	1	354.3	1	343.6	1	15.6	1	236.3	1	8.9	1	6.7	1	4.3	1	1.1	1	1.7	1	4.6	1	7.4	1	3.7	1	3.8	1	2.3	1	3.8	1	0.6	1	3.3	1	4.2	1	3	1	1	1	4	1	6.4	1	2.6	1	0.4	1
201705151200	58.8006	1	17.6265	1	12.2	5	354	3	3.5	6	1025.7	1	6.9	2	0.921	1	8.9595	0	0.0848	0	0.3816	0	0.24	1	10.58	0	6.63	1	6.15	1	332.1	1	0	1	306.4	1	261.4	1	160.6	1	164.3	1	158.8	1	144.2	1	26.6	1	173.4	1	154.9	1	172.1	1	221.3	1	243.4	1	266.8	1	311.5	1	323.4	1	270	1	95.9	1	276.3	1	7.7	1	5.9	1	2.4	1	3.3	1	1.8	1	5.9	1	3.3	1	2.2	1	1.1	1	4.3	1	3.5	1	2.9	1	4.4	1	1.1	1	3.6	1	3.5	1	4.4	1	4.9	1	7.8	1	4.5	1
201705151300	58.8006	1	17.6266	1	12.4	5	359	3	4.2	6	1026.6	1	7	2	0.856	1	8.507	0	0.0848	0	0.3392	0	0.23	1	10.58	0	6.66	1	6.15	1	321.3	1	312.4	1	281.8	1	242.6	1	173.1	1	146.3	1	147.1	1	205.5	1	105.1	1	149	1	198.9	1	0	1	110.9	1	270	1	164.1	1	318.4	1	245.7	1	302.1	1	134.2	1	210.3	1	4.5	1	6.2	1	2.5	1	5.9	1	3.3	1	0.4	1	2	1	2.3	1	2.7	1	3.5	1	4	1	0.2	1	2.2	1	1.2	1	1.5	1	1.2	1	3.4	1	7	1	10	1	2.8	1
201705151400	58.8006	1	17.6264	1	12.1	5	7	3	4.9	6	1026.8	1	6.8	2	1.1	1	8.507	0	0	0	0.4664	0	0.24	1	10.58	0	6.65	1	6.15	1	338.4	1	356.2	1	327.8	1	354	1	126.9	1	166	1	183.4	1	161.6	1	90	1	63.4	1	225	1	234.9	1	243.4	1	154.5	1	262.4	1	200.6	1	286.3	1	253.8	1	36.1	1	212.5	1	6.2	1	7.6	1	3.2	1	1.9	1	0.5	1	4.5	1	1.7	1	1.6	1	0.6	1	2	1	1.4	1	3.3	1	1.3	1	2.3	1	1.5	1	3.4	1	4.3	1	11.5	1	10.5	1	1.3	1
201705151500	58.8006	1	17.6265	1	12	5	353	3	3.2	6	1027.1	1	6.6	2	1.356	1	8.507	0	-0.0848	0	0.424	0	0.25	1	10.58	0	6.63	1	6.15	1	336.1	1	317.8	1	286.7	1	256	1	157.4	1	136.8	1	159.9	1	146	1	169.7	1	144.8	1	121.6	1	76	1	124.8	1	149.9	1	194	1	126.4	1	261.3	1	326.7	1	115.6	1	180	1	6.7	1	4.3	1	2.1	1	0.4	1	1.3	1	2.2	1	3.2	1	4.5	1	1.1	1	5.4	1	1.5	1	2.5	1	4.4	1	2.2	1	2.9	1	2.4	1	1.3	1	4.5	1	7.6	1	0.6	1
201705151600	58.8007	1	17.6266	1	11.9	5	335	3	2.8	6	1027.1	1	6.8	2	1.575	1	9.05	0	-0.0848	0	0.5936	0	0.25	1	10.59	0	6.6	1	6.15	1	315.6	1	331.3	1	311.6	1	303.1	1	305.5	1	90	1	48.8	1	140.5	1	158.2	1	148	1	232.8	1	309.8	1	161.6	1	123.7	1	118.6	1	180	1	217.6	1	16.1	1	146.3	1	251.6	1	7.1	1	7.1	1	4.8	1	5.1	1	1.7	1	2.3	1	1.1	1	2.2	1	1.1	1	2.8	1	3.1	1	1.6	1	0.3	1	0.7	1	2.5	1	1.8	1	1.6	1	5.4	1	1.4	1	3.8	1
201705151700	58.8006	1	17.6266	1	11.9	5	344	3	3.8	6	1027.5	1	6.8	2	1.46	1	8.4165	0	0.0424	0	0.3816	0	0.24	1	10.59	0	6.61	1	6.15	1	322.9	1	327.3	1	315	1	27.6	1	59	1	51.3	1	174.3	1	296.6	1	65.8	1	180	1	292.8	1	233.1	1	282.5	1	315	1	270	1	320.6	1	350.1	1	335.2	1	150.7	1	225	1	5.6	1	6.3	1	4.4	1	2.6	1	0.6	1	4.5	1	1	1	0.4	1	2.2	1	1.8	1	2.1	1	2	1	0.9	1	0.4	1	1.4	1	3.6	1	4.1	1	2.9	1	7.6	1	1	1
201705151800	58.8006	1	17.6267	1	11.7	5	343	3	3.5	6	1028.1	1	6.8	2	1.948	1	8.507	0	-0.0424	0	0.424	0	0.25	1	10.6	0	6.58	1	6.16	1	327.5	1	73.3	1	343.3	1	295.6	1	262.6	1	85.5	1	147.5	1	98.4	1	170.5	1	107.1	1	194.6	1	169.7	1	189.1	1	270	1	265.4	1	204.7	1	208.6	1	331.9	1	115.7	1	235	1	3.9	1	1	1	2.1	1	2.5	1	3.1	1	3.8	1	1.3	1	3.4	1	1.2	1	1.4	1	2.4	1	1.1	1	2.5	1	0.6	1	2.5	1	4.1	1	1.3	1	6.8	1	11.8	1	2.4	1
